age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary,month_int
34,technician,single,secondary,no,-269,yes,no,17,jun,1.7,3,-1,0,unknown,no,0,6.0
60,management,married,tertiary,no,3301,no,no,17,jun,43.68,3,-1,0,unknown,yes,1,6.0
53,blue-collar,single,primary,no,354,yes,no,17,jun,1.6,2,-1,0,unknown,no,0,6.0
37,self-employed,single,tertiary,no,556,no,no,17,jun,3.33,2,-1,0,unknown,no,0,6.0
32,services,single,secondary,no,1364,yes,yes,17,jun,1.42,5,-1,0,unknown,no,0,6.0
49,unemployed,married,secondary,no,4110,no,no,17,jun,0.83,2,-1,0,unknown,no,0,6.0
56,blue-collar,married,secondary,no,2409,no,no,17,jun,2.88,2,-1,0,unknown,no,0,6.0
47,admin.,married,secondary,no,726,no,no,17,jun,1.0,3,-1,0,unknown,no,0,6.0
48,technician,married,secondary,no,178,yes,no,17,jun,5.33,4,-1,0,unknown,no,0,6.0
38,blue-collar,married,primary,no,265,no,no,17,jun,14.23,3,-1,0,unknown,no,0,6.0
36,housemaid,married,primary,no,758,no,no,17,jun,3.93,2,-1,0,unknown,no,0,6.0
43,housemaid,single,primary,no,1354,no,no,17,jun,3.05,2,-1,0,unknown,no,0,6.0
55,admin.,divorced,secondary,no,0,no,no,17,jun,1.27,2,-1,0,unknown,no,0,6.0
39,technician,married,secondary,no,-184,no,yes,17,jun,3.08,3,-1,0,unknown,no,0,6.0
59,services,married,primary,no,124,no,no,17,jun,0.68,2,-1,0,unknown,no,0,6.0
56,retired,married,primary,no,1126,no,no,17,jun,0.65,3,-1,0,unknown,no,0,6.0
49,other,single,tertiary,no,2226,no,no,17,jun,2.3,3,-1,0,unknown,no,0,6.0
37,services,divorced,secondary,no,9,yes,yes,17,jun,6.85,6,-1,0,unknown,no,0,6.0
51,technician,married,tertiary,no,1911,yes,yes,17,jun,6.57,3,-1,0,unknown,no,0,6.0
51,self-employed,divorced,tertiary,no,5244,no,no,17,jun,4.43,2,-1,0,unknown,no,0,6.0
54,retired,married,secondary,no,1614,yes,no,17,jun,8.9,4,-1,0,unknown,no,0,6.0
52,services,married,tertiary,no,2801,yes,yes,17,jun,5.18,2,-1,0,unknown,no,0,6.0
38,unemployed,married,secondary,no,926,no,no,17,jun,11.75,5,-1,0,unknown,no,0,6.0
54,technician,single,secondary,no,770,no,no,17,jun,1.48,2,-1,0,unknown,no,0,6.0
58,blue-collar,married,primary,no,5279,yes,no,17,jun,1.55,6,-1,0,unknown,no,0,6.0
55,self-employed,divorced,secondary,no,148,no,no,17,jun,14.12,3,-1,0,unknown,no,0,6.0
28,blue-collar,married,primary,no,0,yes,yes,17,jun,4.55,27,-1,0,unknown,no,0,6.0
46,services,married,primary,no,741,no,no,17,jun,2.68,3,-1,0,unknown,no,0,6.0
49,technician,married,secondary,no,788,no,no,17,jun,2.7,7,-1,0,unknown,no,0,6.0
50,admin.,married,primary,no,276,no,yes,17,jun,10.68,6,-1,0,unknown,no,0,6.0
38,services,divorced,secondary,no,-10,yes,no,17,jun,1.02,2,-1,0,unknown,no,0,6.0
37,management,single,tertiary,yes,-25,no,no,17,jun,2.27,2,-1,0,unknown,no,0,6.0
57,housemaid,married,primary,no,0,no,no,17,jun,3.12,2,-1,0,unknown,no,0,6.0
43,management,married,secondary,no,392,no,no,17,jun,5.53,5,-1,0,unknown,no,0,6.0
39,entrepreneur,married,secondary,no,156,no,yes,17,jun,1.27,2,-1,0,unknown,no,0,6.0
37,admin.,divorced,secondary,yes,-302,no,no,17,jun,6.77,3,-1,0,unknown,no,0,6.0
38,admin.,divorced,secondary,no,156,yes,no,17,jun,9.07,3,-1,0,unknown,no,0,6.0
36,blue-collar,single,tertiary,no,3649,yes,no,17,jun,12.6,2,-1,0,unknown,no,0,6.0
50,services,married,secondary,no,1321,no,no,17,jun,4.52,2,-1,0,unknown,no,0,6.0
53,retired,married,primary,no,232,yes,yes,17,jun,3.38,2,-1,0,unknown,no,0,6.0
50,management,single,tertiary,no,267,no,no,17,jun,5.63,2,-1,0,unknown,no,0,6.0
46,blue-collar,divorced,primary,no,358,no,no,17,jun,4.32,2,-1,0,unknown,no,0,6.0
36,management,single,tertiary,no,171,no,no,17,jun,6.63,4,-1,0,unknown,no,0,6.0
55,management,married,tertiary,no,913,no,no,17,jun,7.7,5,-1,0,unknown,no,0,6.0
58,housemaid,married,primary,no,3957,no,no,17,jun,1.27,4,-1,0,unknown,no,0,6.0
39,blue-collar,married,primary,no,1551,no,no,17,jun,4.4,16,-1,0,unknown,no,0,6.0
38,entrepreneur,married,secondary,no,197,no,no,17,jun,16.32,9,-1,0,unknown,no,0,6.0
43,housemaid,married,secondary,no,618,no,no,17,jun,1.48,4,-1,0,unknown,no,0,6.0
39,blue-collar,married,primary,no,-119,no,no,17,jun,2.25,6,-1,0,unknown,no,0,6.0
52,technician,married,secondary,no,1490,no,yes,17,jun,7.0,4,-1,0,unknown,no,0,6.0
56,blue-collar,married,primary,no,288,no,no,17,jun,9.13,3,-1,0,unknown,no,0,6.0
36,blue-collar,married,secondary,no,1409,no,no,17,jun,3.92,2,-1,0,unknown,no,0,6.0
52,technician,married,secondary,no,851,no,no,17,jun,1.45,2,-1,0,unknown,no,0,6.0
43,technician,married,secondary,no,236,no,no,17,jun,2.82,4,-1,0,unknown,no,0,6.0
53,housemaid,divorced,secondary,no,120,no,no,17,jun,5.72,2,-1,0,unknown,no,0,6.0
50,services,divorced,tertiary,no,580,no,no,17,jun,1.47,2,-1,0,unknown,no,0,6.0
25,technician,single,secondary,no,1116,no,yes,17,jun,1.13,6,-1,0,unknown,no,0,6.0
36,services,single,secondary,no,398,yes,yes,17,jun,1.28,2,-1,0,unknown,no,0,6.0
35,blue-collar,married,secondary,no,331,yes,no,17,jun,1.93,3,-1,0,unknown,no,0,6.0
51,blue-collar,married,primary,no,3942,yes,no,17,jun,6.05,3,-1,0,unknown,no,0,6.0
38,blue-collar,married,primary,no,7944,no,no,17,jun,1.93,3,-1,0,unknown,no,0,6.0
54,services,married,secondary,no,468,no,no,17,jun,3.45,3,-1,0,unknown,no,0,6.0
45,management,married,tertiary,no,3329,no,no,17,jun,5.18,2,-1,0,unknown,no,0,6.0
36,blue-collar,married,secondary,yes,0,no,yes,17,jun,2.3,5,-1,0,unknown,no,0,6.0
36,services,married,secondary,no,1981,no,no,17,jun,0.8,2,-1,0,unknown,no,0,6.0
26,management,single,primary,no,71,no,no,17,jun,6.5,2,-1,0,unknown,no,0,6.0
51,self-employed,married,primary,no,307,yes,yes,17,jun,1.08,2,-1,0,unknown,no,0,6.0
52,management,married,tertiary,no,502,no,no,17,jun,10.62,3,-1,0,unknown,no,0,6.0
46,management,divorced,tertiary,no,25,no,no,17,jun,9.4,2,-1,0,unknown,no,0,6.0
58,housemaid,divorced,primary,no,57,no,no,17,jun,1.95,3,-1,0,unknown,no,0,6.0
27,blue-collar,single,secondary,no,370,yes,no,17,jun,2.13,21,-1,0,unknown,no,0,6.0
57,blue-collar,married,primary,no,4073,no,no,17,jun,3.22,3,-1,0,unknown,no,0,6.0
42,blue-collar,married,primary,no,46,yes,no,17,jun,2.17,6,-1,0,unknown,no,0,6.0
29,admin.,single,secondary,yes,-95,yes,no,17,jun,4.48,3,-1,0,unknown,no,0,6.0
52,management,married,tertiary,no,7388,no,yes,17,jun,4.85,2,-1,0,unknown,no,0,6.0
37,technician,divorced,secondary,no,531,no,no,17,jun,2.5,7,-1,0,unknown,no,0,6.0
48,management,married,tertiary,no,734,yes,no,17,jun,20.13,3,-1,0,unknown,no,0,6.0
36,blue-collar,married,secondary,no,2357,yes,no,17,jun,3.8,2,-1,0,unknown,no,0,6.0
24,technician,single,secondary,no,2355,yes,no,17,jun,2.63,3,-1,0,unknown,no,0,6.0
35,services,married,tertiary,no,1359,no,no,17,jun,9.75,2,-1,0,unknown,no,0,6.0
39,management,divorced,secondary,no,51,no,no,17,jun,5.57,2,-1,0,unknown,no,0,6.0
46,retired,divorced,secondary,no,865,no,no,17,jun,1.95,11,-1,0,unknown,no,0,6.0
57,entrepreneur,divorced,tertiary,no,873,no,no,17,jun,7.35,3,-1,0,unknown,no,0,6.0
36,blue-collar,single,secondary,no,2596,no,no,18,jun,1.0,6,-1,0,unknown,no,0,6.0
49,technician,married,secondary,no,662,no,no,18,jun,0.78,2,-1,0,unknown,no,0,6.0
57,retired,divorced,tertiary,no,5253,no,no,18,jun,3.92,3,-1,0,unknown,no,0,6.0
36,services,single,secondary,no,9231,no,no,18,jun,4.5,3,-1,0,unknown,no,0,6.0
44,blue-collar,married,primary,no,0,no,no,18,jun,3.2,5,-1,0,unknown,no,0,6.0
44,blue-collar,married,secondary,no,0,no,no,18,jun,0.43,7,-1,0,unknown,no,0,6.0
52,retired,married,secondary,no,424,no,no,18,jun,1.48,3,-1,0,unknown,no,0,6.0
38,management,single,tertiary,no,0,no,no,18,jun,1.02,7,-1,0,unknown,no,0,6.0
48,blue-collar,married,primary,no,551,yes,yes,18,jun,6.43,5,-1,0,unknown,no,0,6.0
51,technician,married,secondary,no,1123,no,no,18,jun,0.9,4,-1,0,unknown,no,0,6.0
49,housemaid,married,primary,no,434,yes,yes,18,jun,4.53,3,-1,0,unknown,no,0,6.0
46,blue-collar,married,primary,no,-1,no,no,18,jun,0.58,3,-1,0,unknown,no,0,6.0
40,technician,married,secondary,no,265,no,no,18,jun,22.75,4,-1,0,unknown,no,0,6.0
40,admin.,single,secondary,no,1200,yes,no,18,jun,4.73,8,-1,0,unknown,no,0,6.0
50,services,married,secondary,no,1134,no,no,18,jun,0.88,2,-1,0,unknown,no,0,6.0
39,management,divorced,tertiary,no,26,no,no,18,jun,5.18,5,-1,0,unknown,no,0,6.0
48,admin.,single,secondary,no,1253,yes,no,18,jun,4.08,2,-1,0,unknown,no,0,6.0
46,other,single,primary,no,10,no,no,18,jun,1.07,6,-1,0,unknown,no,0,6.0
45,admin.,married,secondary,no,231,yes,no,18,jun,2.52,3,-1,0,unknown,no,0,6.0
46,blue-collar,married,primary,no,557,no,no,18,jun,1.48,1,-1,0,unknown,no,0,6.0
37,blue-collar,married,secondary,no,1736,no,yes,18,jun,1.1,1,-1,0,unknown,no,0,6.0
40,self-employed,married,secondary,no,256,no,no,18,jun,0.5,1,-1,0,unknown,no,0,6.0
55,retired,married,secondary,no,31,no,no,18,jun,1.2,1,-1,0,unknown,no,0,6.0
42,entrepreneur,divorced,secondary,no,31,no,no,18,jun,2.0,1,-1,0,unknown,no,0,6.0
28,blue-collar,married,secondary,no,-493,yes,no,18,jun,2.1,4,-1,0,unknown,no,0,6.0
45,blue-collar,married,secondary,no,103,no,no,18,jun,0.8,1,-1,0,unknown,no,0,6.0
29,housemaid,married,secondary,no,1104,yes,no,18,jun,4.37,9,-1,0,unknown,no,0,6.0
52,blue-collar,married,secondary,no,262,no,no,18,jun,17.7,4,-1,0,unknown,no,0,6.0
37,services,single,secondary,no,2657,yes,no,18,jun,4.92,1,-1,0,unknown,no,0,6.0
37,blue-collar,single,secondary,no,415,no,no,18,jun,3.38,1,-1,0,unknown,no,0,6.0
28,management,single,tertiary,no,2253,yes,no,18,jun,15.1,2,-1,0,unknown,no,0,6.0
49,management,married,primary,no,1330,no,yes,18,jun,0.62,1,-1,0,unknown,no,0,6.0
42,services,married,secondary,no,0,no,no,18,jun,1.97,6,-1,0,unknown,no,0,6.0
42,other,single,tertiary,no,2918,no,no,18,jun,0.3,1,-1,0,unknown,no,0,6.0
51,housemaid,married,primary,no,1093,no,yes,18,jun,0.3,1,-1,0,unknown,no,0,6.0
54,housemaid,married,primary,no,3151,no,no,18,jun,5.83,7,-1,0,unknown,no,0,6.0
39,admin.,married,secondary,no,224,no,no,18,jun,7.02,2,-1,0,unknown,no,0,6.0
51,retired,married,primary,no,67,no,no,18,jun,13.92,1,-1,0,unknown,yes,1,6.0
60,retired,married,primary,no,0,no,no,18,jun,1.73,1,-1,0,unknown,no,0,6.0
29,blue-collar,married,secondary,no,-565,yes,no,18,jun,2.73,3,-1,0,unknown,no,0,6.0
38,services,married,secondary,no,2289,no,no,18,jun,1.48,5,-1,0,unknown,no,0,6.0
39,self-employed,single,tertiary,no,426,no,no,18,jun,17.15,1,-1,0,unknown,yes,1,6.0
36,blue-collar,married,tertiary,no,9,yes,no,18,jun,1.87,3,-1,0,unknown,no,0,6.0
55,blue-collar,married,primary,no,1101,no,no,18,jun,12.4,3,-1,0,unknown,no,0,6.0
36,unemployed,divorced,secondary,no,8267,no,no,18,jun,5.35,2,-1,0,unknown,no,0,6.0
37,management,married,tertiary,no,223,no,no,18,jun,0.4,10,-1,0,unknown,no,0,6.0
48,admin.,married,secondary,no,1096,yes,no,18,jun,3.55,5,-1,0,unknown,no,0,6.0
37,blue-collar,married,primary,no,704,no,no,18,jun,2.75,7,-1,0,unknown,no,0,6.0
51,management,married,primary,no,192,no,no,18,jun,2.15,3,-1,0,unknown,no,0,6.0
51,services,divorced,secondary,no,9,no,no,18,jun,6.18,2,-1,0,unknown,yes,1,6.0
36,blue-collar,married,primary,no,1707,no,no,18,jun,3.17,2,-1,0,unknown,no,0,6.0
27,entrepreneur,married,secondary,no,47,yes,no,18,jun,1.9,4,-1,0,unknown,no,0,6.0
36,other,married,secondary,no,1370,no,no,18,jun,3.68,5,-1,0,unknown,no,0,6.0
33,management,single,tertiary,no,729,yes,yes,18,jun,2.97,5,-1,0,unknown,no,0,6.0
58,unemployed,divorced,secondary,no,7798,no,no,18,jun,4.12,5,-1,0,unknown,no,0,6.0
27,technician,single,secondary,no,629,yes,yes,18,jun,11.33,2,-1,0,unknown,no,0,6.0
56,blue-collar,married,secondary,no,3760,no,no,18,jun,4.05,3,-1,0,unknown,no,0,6.0
42,admin.,divorced,secondary,no,0,yes,yes,18,jun,3.08,4,-1,0,unknown,no,0,6.0
32,services,married,secondary,no,201,yes,no,18,jun,1.83,2,-1,0,unknown,no,0,6.0
26,admin.,married,secondary,no,416,yes,yes,18,jun,2.87,2,-1,0,unknown,no,0,6.0
39,blue-collar,married,secondary,no,39,yes,no,18,jun,0.57,6,-1,0,unknown,no,0,6.0
42,blue-collar,single,secondary,no,1279,yes,no,18,jun,5.78,4,-1,0,unknown,no,0,6.0
28,blue-collar,single,secondary,no,975,yes,no,18,jun,0.98,3,-1,0,unknown,no,0,6.0
29,management,married,tertiary,no,620,yes,no,18,jun,1.2,3,-1,0,unknown,no,0,6.0
50,admin.,married,secondary,no,311,yes,yes,18,jun,6.95,3,-1,0,unknown,no,0,6.0
48,management,single,tertiary,no,0,no,no,18,jun,1.6,3,-1,0,unknown,no,0,6.0
27,admin.,married,secondary,no,-97,yes,no,18,jun,25.47,2,-1,0,unknown,yes,1,6.0
24,blue-collar,married,secondary,no,0,yes,no,18,jun,2.57,4,-1,0,unknown,no,0,6.0
48,admin.,single,secondary,no,479,yes,yes,18,jun,8.88,3,-1,0,unknown,no,0,6.0
46,management,single,tertiary,no,46,no,yes,18,jun,1.78,1,-1,0,unknown,no,0,6.0
49,technician,single,secondary,no,1202,yes,no,18,jun,2.03,1,-1,0,unknown,no,0,6.0
48,blue-collar,married,primary,no,363,yes,no,18,jun,4.28,6,-1,0,unknown,no,0,6.0
44,blue-collar,married,secondary,no,1147,yes,no,18,jun,0.38,3,-1,0,unknown,no,0,6.0
61,entrepreneur,divorced,secondary,no,369,no,no,18,jun,1.37,1,-1,0,unknown,no,0,6.0
43,services,divorced,secondary,no,62,no,no,18,jun,1.12,1,-1,0,unknown,no,0,6.0
45,housemaid,married,tertiary,no,143,no,no,18,jun,1.38,1,-1,0,unknown,no,0,6.0
58,retired,divorced,primary,no,97,no,no,18,jun,0.98,1,-1,0,unknown,no,0,6.0
50,housemaid,married,secondary,no,0,no,no,18,jun,9.18,1,-1,0,unknown,no,0,6.0
43,management,married,tertiary,no,657,no,no,18,jun,6.12,1,-1,0,unknown,no,0,6.0
59,management,divorced,tertiary,no,1304,no,no,18,jun,3.67,1,-1,0,unknown,no,0,6.0
60,retired,married,secondary,no,1524,no,no,18,jun,2.88,1,-1,0,unknown,no,0,6.0
58,housemaid,married,primary,no,0,no,no,18,jun,0.62,1,-1,0,unknown,no,0,6.0
57,blue-collar,married,secondary,no,773,yes,yes,18,jun,1.62,8,-1,0,unknown,no,0,6.0
42,housemaid,married,secondary,no,197,no,no,18,jun,3.32,1,-1,0,unknown,no,0,6.0
36,blue-collar,married,secondary,no,2627,yes,no,18,jun,1.57,1,-1,0,unknown,no,0,6.0
35,admin.,married,secondary,no,165,yes,no,18,jun,4.53,1,-1,0,unknown,no,0,6.0
37,blue-collar,divorced,secondary,yes,-689,no,no,18,jun,0.25,1,-1,0,unknown,no,0,6.0
40,technician,married,tertiary,no,397,no,no,18,jun,0.83,1,-1,0,unknown,no,0,6.0
55,management,married,secondary,no,5836,no,no,18,jun,3.2,1,-1,0,unknown,no,0,6.0
36,management,single,tertiary,no,391,no,no,18,jun,7.38,1,-1,0,unknown,no,0,6.0
45,other,single,secondary,no,0,no,no,18,jun,24.78,1,-1,0,unknown,no,0,6.0
49,blue-collar,married,secondary,no,1743,no,no,18,jun,1.13,1,-1,0,unknown,no,0,6.0
28,technician,divorced,tertiary,no,594,yes,yes,18,jun,0.9,3,-1,0,unknown,no,0,6.0
60,retired,divorced,primary,no,1582,no,yes,18,jun,2.65,1,-1,0,unknown,no,0,6.0
44,blue-collar,married,primary,no,2791,no,no,18,jun,5.58,1,-1,0,unknown,no,0,6.0
49,technician,married,secondary,no,997,no,no,18,jun,1.97,1,-1,0,unknown,no,0,6.0
39,entrepreneur,married,tertiary,no,2310,yes,yes,18,jun,1.73,1,-1,0,unknown,no,0,6.0
37,technician,married,secondary,yes,0,no,no,18,jun,3.93,1,-1,0,unknown,no,0,6.0
54,housemaid,married,primary,no,5048,no,no,18,jun,2.72,1,-1,0,unknown,no,0,6.0
48,management,married,tertiary,yes,0,no,yes,18,jun,1.72,1,-1,0,unknown,no,0,6.0
37,management,divorced,secondary,no,0,yes,no,18,jun,3.12,1,-1,0,unknown,no,0,6.0
46,technician,married,secondary,no,179,no,yes,18,jun,2.15,1,-1,0,unknown,no,0,6.0
55,blue-collar,married,primary,no,761,no,no,18,jun,1.12,1,-1,0,unknown,no,0,6.0
38,blue-collar,divorced,secondary,no,889,no,yes,18,jun,6.03,1,-1,0,unknown,no,0,6.0
42,blue-collar,single,primary,no,4930,no,no,18,jun,16.22,1,-1,0,unknown,yes,1,6.0
42,technician,married,secondary,no,-813,yes,no,18,jun,0.6,4,-1,0,unknown,no,0,6.0
37,self-employed,single,tertiary,no,2087,no,no,18,jun,2.78,1,-1,0,unknown,no,0,6.0
60,housemaid,married,primary,no,0,no,no,18,jun,2.3,1,-1,0,unknown,no,0,6.0
59,retired,married,primary,no,0,no,no,18,jun,16.82,1,-1,0,unknown,no,0,6.0
47,retired,married,primary,no,490,yes,no,18,jun,0.92,10,-1,0,unknown,no,0,6.0
48,retired,married,primary,no,5173,yes,no,18,jun,1.47,8,-1,0,unknown,no,0,6.0
48,management,married,primary,no,5348,no,no,18,jun,1.75,1,-1,0,unknown,no,0,6.0
37,technician,married,secondary,no,603,no,no,18,jun,5.65,2,-1,0,unknown,no,0,6.0
36,services,single,secondary,no,755,no,no,18,jun,5.92,1,-1,0,unknown,no,0,6.0
47,services,divorced,secondary,no,829,no,yes,18,jun,7.77,2,-1,0,unknown,no,0,6.0
37,self-employed,married,secondary,no,2235,no,no,18,jun,1.57,1,-1,0,unknown,no,0,6.0
60,retired,married,primary,no,3,no,no,18,jun,3.78,1,-1,0,unknown,no,0,6.0
47,management,married,tertiary,no,414,no,no,18,jun,6.45,1,-1,0,unknown,no,0,6.0
56,retired,divorced,secondary,no,389,yes,no,18,jun,6.32,5,-1,0,unknown,no,0,6.0
48,blue-collar,single,primary,no,0,no,no,18,jun,1.18,1,-1,0,unknown,no,0,6.0
39,services,married,tertiary,no,6497,no,no,18,jun,9.45,1,-1,0,unknown,no,0,6.0
44,blue-collar,married,secondary,no,1025,yes,no,18,jun,3.33,1,-1,0,unknown,no,0,6.0
58,housemaid,divorced,primary,no,0,no,no,18,jun,4.83,2,-1,0,unknown,no,0,6.0
45,management,divorced,tertiary,no,959,no,no,18,jun,1.23,1,-1,0,unknown,no,0,6.0
50,admin.,married,secondary,no,1019,yes,no,18,jun,1.27,1,-1,0,unknown,no,0,6.0
57,management,married,tertiary,no,1172,no,no,18,jun,0.43,1,-1,0,unknown,no,0,6.0
59,retired,married,secondary,no,5744,no,no,18,jun,10.53,1,-1,0,unknown,no,0,6.0
58,management,married,tertiary,no,3768,yes,no,18,jun,5.27,1,-1,0,unknown,no,0,6.0
58,housemaid,married,primary,no,1274,no,no,18,jun,0.58,7,-1,0,unknown,no,0,6.0
46,blue-collar,divorced,primary,no,2870,no,no,18,jun,0.87,6,-1,0,unknown,no,0,6.0
50,services,married,secondary,no,753,no,no,18,jun,0.98,2,-1,0,unknown,no,0,6.0
52,retired,married,primary,no,9,no,no,18,jun,4.05,1,-1,0,unknown,no,0,6.0
44,management,married,tertiary,no,2283,yes,yes,18,jun,1.35,2,-1,0,unknown,no,0,6.0
59,retired,married,primary,no,1245,no,no,18,jun,3.42,2,-1,0,unknown,no,0,6.0
54,housemaid,divorced,primary,no,1194,no,no,18,jun,0.97,3,-1,0,unknown,no,0,6.0
39,blue-collar,married,primary,no,-186,no,yes,18,jun,5.33,3,-1,0,unknown,no,0,6.0
44,services,married,secondary,no,1872,yes,no,18,jun,2.43,3,-1,0,unknown,no,0,6.0
56,entrepreneur,married,tertiary,no,773,no,no,18,jun,5.75,1,-1,0,unknown,no,0,6.0
32,management,single,tertiary,no,7419,yes,no,18,jun,4.13,29,-1,0,unknown,no,0,6.0
53,blue-collar,divorced,secondary,no,517,yes,no,18,jun,3.13,2,-1,0,unknown,no,0,6.0
36,admin.,married,secondary,no,90,no,no,18,jun,2.77,3,-1,0,unknown,no,0,6.0
55,management,married,secondary,no,0,no,no,18,jun,5.4,2,-1,0,unknown,no,0,6.0
51,entrepreneur,single,secondary,no,440,no,no,18,jun,6.53,1,-1,0,unknown,no,0,6.0
48,admin.,married,secondary,no,1800,yes,no,18,jun,1.72,1,-1,0,unknown,no,0,6.0
56,blue-collar,divorced,secondary,no,486,yes,no,18,jun,9.62,4,-1,0,unknown,no,0,6.0
53,self-employed,married,tertiary,no,235,no,no,18,jun,1.87,3,-1,0,unknown,no,0,6.0
47,unemployed,married,primary,no,0,no,no,18,jun,5.13,1,-1,0,unknown,no,0,6.0
52,management,married,tertiary,no,1147,no,no,18,jun,0.72,1,-1,0,unknown,no,0,6.0
44,blue-collar,married,secondary,no,-448,yes,no,18,jun,2.48,2,-1,0,unknown,no,0,6.0
60,retired,married,tertiary,no,1336,no,no,18,jun,5.4,1,-1,0,unknown,no,0,6.0
35,admin.,married,secondary,no,1476,no,no,18,jun,3.48,12,-1,0,unknown,no,0,6.0
37,services,married,secondary,no,2128,no,no,18,jun,1.75,1,-1,0,unknown,no,0,6.0
41,entrepreneur,married,secondary,no,707,no,no,18,jun,11.78,1,-1,0,unknown,yes,1,6.0
33,technician,married,secondary,no,4,yes,yes,18,jun,10.42,2,-1,0,unknown,yes,1,6.0
47,technician,married,secondary,no,3478,no,no,18,jun,0.22,11,-1,0,unknown,no,0,6.0
46,admin.,married,secondary,no,126,no,no,18,jun,20.92,1,-1,0,unknown,yes,1,6.0
50,management,married,tertiary,no,3296,no,no,18,jun,4.25,2,-1,0,unknown,no,0,6.0
45,services,single,secondary,no,1771,no,no,18,jun,0.83,2,-1,0,unknown,no,0,6.0
38,services,divorced,secondary,no,446,yes,no,18,jun,6.22,4,-1,0,unknown,no,0,6.0
43,housemaid,married,secondary,no,5233,no,no,18,jun,1.8,2,-1,0,unknown,no,0,6.0
54,blue-collar,married,primary,no,45,yes,no,18,jun,2.37,20,-1,0,unknown,no,0,6.0
38,technician,single,tertiary,no,11,no,no,18,jun,1.3,3,-1,0,unknown,no,0,6.0
59,retired,divorced,primary,no,681,no,yes,18,jun,6.27,7,-1,0,unknown,no,0,6.0
37,housemaid,divorced,secondary,no,37,no,no,18,jun,2.58,2,-1,0,unknown,no,0,6.0
51,technician,married,secondary,no,2682,no,no,18,jun,0.93,1,-1,0,unknown,no,0,6.0
58,management,married,tertiary,no,2729,no,no,18,jun,3.13,1,-1,0,unknown,no,0,6.0
53,technician,married,secondary,no,1776,no,no,18,jun,7.38,7,-1,0,unknown,no,0,6.0
59,admin.,married,secondary,no,479,no,no,18,jun,5.43,1,-1,0,unknown,no,0,6.0
60,management,married,tertiary,no,11,no,no,18,jun,13.37,3,-1,0,unknown,no,0,6.0
60,admin.,single,secondary,no,3916,no,no,18,jun,0.3,5,-1,0,unknown,no,0,6.0
45,management,divorced,tertiary,no,220,yes,no,18,jun,1.48,4,-1,0,unknown,no,0,6.0
37,blue-collar,married,secondary,no,523,no,no,18,jun,4.28,2,-1,0,unknown,no,0,6.0
44,services,divorced,secondary,no,608,yes,yes,18,jun,0.32,30,-1,0,unknown,no,0,6.0
45,technician,married,secondary,no,2571,no,no,18,jun,2.43,2,-1,0,unknown,no,0,6.0
57,retired,divorced,primary,no,914,no,no,18,jun,6.73,2,-1,0,unknown,no,0,6.0
45,retired,married,primary,no,1152,no,no,18,jun,3.9,2,-1,0,unknown,no,0,6.0
38,blue-collar,single,secondary,no,519,yes,yes,18,jun,0.22,14,-1,0,unknown,no,0,6.0
36,entrepreneur,married,tertiary,no,9405,no,no,18,jun,4.95,3,-1,0,unknown,no,0,6.0
39,blue-collar,single,secondary,no,1967,no,no,18,jun,2.6,9,-1,0,unknown,no,0,6.0
52,technician,married,secondary,no,0,yes,no,18,jun,10.6,12,-1,0,unknown,no,0,6.0
40,technician,married,tertiary,no,-1779,yes,yes,18,jun,0.62,2,-1,0,unknown,no,0,6.0
44,housemaid,single,primary,no,1059,no,no,18,jun,34.88,1,-1,0,unknown,yes,1,6.0
38,services,married,secondary,no,611,yes,yes,18,jun,1.02,3,-1,0,unknown,no,0,6.0
36,services,married,secondary,no,1024,yes,no,18,jun,1.85,2,-1,0,unknown,no,0,6.0
31,blue-collar,married,secondary,no,671,yes,no,18,jun,11.73,4,-1,0,unknown,yes,1,6.0
42,blue-collar,married,primary,no,3,no,no,18,jun,0.75,3,-1,0,unknown,no,0,6.0
44,entrepreneur,married,secondary,no,692,no,no,18,jun,1.22,4,-1,0,unknown,no,0,6.0
40,technician,married,tertiary,no,4396,no,no,18,jun,19.92,2,-1,0,unknown,no,0,6.0
50,blue-collar,married,primary,no,280,yes,no,18,jun,1.02,23,-1,0,unknown,no,0,6.0
41,services,divorced,secondary,no,2769,yes,no,18,jun,1.6,3,-1,0,unknown,no,0,6.0
41,admin.,married,secondary,no,1245,no,no,18,jun,2.33,3,-1,0,unknown,no,0,6.0
49,blue-collar,married,primary,no,1050,yes,no,18,jun,1.4,5,-1,0,unknown,no,0,6.0
33,admin.,single,secondary,no,3160,no,no,18,jun,11.98,13,-1,0,unknown,no,0,6.0
51,blue-collar,married,primary,no,1238,no,no,18,jun,0.8,10,-1,0,unknown,no,0,6.0
51,technician,married,tertiary,no,1533,no,no,18,jun,4.03,2,-1,0,unknown,no,0,6.0
31,blue-collar,single,secondary,no,54,no,no,18,jun,3.83,3,-1,0,unknown,no,0,6.0
53,management,married,tertiary,no,694,no,no,18,jun,2.17,6,-1,0,unknown,no,0,6.0
28,blue-collar,single,secondary,no,623,no,no,18,jun,0.42,41,-1,0,unknown,no,0,6.0
47,retired,married,primary,no,197,no,no,18,jun,0.95,2,-1,0,unknown,no,0,6.0
53,retired,married,secondary,no,357,no,no,18,jun,2.57,2,-1,0,unknown,no,0,6.0
